id,name,region,category,google_rating,review_count,interest_tags,station_anchor,distance_to_station_km,rating_norm,review_norm,station_distance_efficiency,static_score,image_url,lat,lng,source_id,google_name_matched
Q2945110,上淀白鳳之丘展示館,鳥取縣,考古博物館,4.0,42,考古博物館,Tottori Station,71.0,0.8000,0.3153,0.0658,0.5202,http://commons.wikimedia.org/wiki/Special:FilePath/Kamiyodo-Hakuhonooka.jpg,35.4536111,133.4430556,Q2945110,上淀白鳳の丘展示館
Q11679330,龍神岳,和歌山縣,山,4.0,33,山,Wakayama Station,40.2,0.8000,0.2956,0.1107,0.5201,,34.0587500,135.5743060,Q11679330,龍神岳
Q11667809,馬仙峡,岩手縣,觀光景點,4.0,40,觀光景點,Morioka Station,62.6,0.8000,0.3113,0.0739,0.5201,,40.2524100,141.2907900,Q11667809,馬仙峡公園
Q11358380,上一色中橋,東京都,公路橋,3.7,33,公路橋,Tokyo Station,11.1,0.7400,0.2956,0.3108,0.5201,http://commons.wikimedia.org/wiki/Special:FilePath/Kami-isshiki%20nakabashi%20bridge%2020210415%20150702.jpg,35.7293333,139.8746667,Q11358380,上一色中橋
Q11364824,中川放水路橋梁,東京都,鐵路橋,3.7,33,鐵路橋,Tokyo Station,11.1,0.7400,0.2956,0.3112,0.5201,http://commons.wikimedia.org/wiki/Special:FilePath/JRE-Shinkin-Line-Nakagawa.jpg,35.7323056,139.8723056,Q11364824,上一色中橋
Q10889854,兄島,東京都,島嶼,4.3,20,島嶼,Tokyo Station,979.6,0.8600,0.2552,0.0051,0.5201,http://commons.wikimedia.org/wiki/Special:FilePath/Anisima.jpg,27.1213889,142.2141667,Q10889854,兄島
Q11461143,小松市立博物館,石川縣,市立博物館,3.7,72,市立博物館,Kanazawa Station,25.9,0.7400,0.3597,0.1616,0.5201,http://commons.wikimedia.org/wiki/Special:FilePath/Komatsu%20Municipal%20Museum.jpg,36.4088889,136.4483056,Q11461143,小松市立博物館
Q5507342,富士竹類植物園,靜岡縣,植物園,3.9,52,植物園,Shizuoka Station,50.1,0.7800,0.3329,0.0908,0.5201,http://commons.wikimedia.org/wiki/Special:FilePath/BambooFlowering.jpg,35.1611111,138.8880556,Q5507342,富士竹類植物園
Q21654285,東大阪市立郷土博物館,大阪府,地方文化館,4.5,2,地方文化館,Osaka Station,14.9,0.9000,0.0921,0.2512,0.5199,http://commons.wikimedia.org/wiki/Special:FilePath/Higashi-osaka%20City%20Hometown%20Museum01.JPG,34.6608611,135.6508611,Q21654285,東大阪市埋蔵文化財収蔵庫
Q11419386,嘉島,愛媛縣,島嶼,4.7,3,島嶼,Matsuyama Station,77.1,0.9400,0.1162,0.0609,0.5198,,33.2269440,132.3627780,Q11419386,嘉島
Q11603672,篠山,愛媛縣,山,4.1,31,山,Matsuyama Station,87.6,0.8200,0.2906,0.0540,0.5198,,33.0558333,132.6591667,Q11603672,篠山
Q31708958,愛子岳,鹿兒島縣,山,4.5,8,山,Kagoshima-Chuo Station,135.5,0.9000,0.1842,0.0356,0.5198,,30.3660400,130.6001100,Q31708958,愛子岳
Q17214371,釧路埼灯台,北海道,燈塔,3.9,74,燈塔,Sapporo Station,245.9,0.7800,0.3620,0.0199,0.5197,http://commons.wikimedia.org/wiki/Special:FilePath/CAPE%20KUSHIRO%20LIGHTHOUSE.JPG,42.9698528,144.3729083,Q17214371,釧路埼灯台
Q31689490,白屋岳,奈良縣,山,4.3,11,山,Nara Station,39.7,0.8600,0.2083,0.1119,0.5197,http://commons.wikimedia.org/wiki/Special:FilePath/2010-4-28%20%E7%99%BD%E5%B1%8B%E5%B2%B3%28shiraya%20dake%29%20-%20panoramio.jpg,34.3491667,135.9794444,Q31689490,白屋岳
Q11482401,平安橋,山口縣,石桥,3.9,37,石桥,Yamaguchi Station,27.7,0.7800,0.3050,0.1531,0.5197,http://commons.wikimedia.org/wiki/Special:FilePath/Heian-bashi.JPG,34.4095278,131.3879167,Q11482401,萩城 平安橋
Q135977527,那須歴史探訪館,栃木縣,歷史博物館,3.7,105,歷史博物館,Utsunomiya Station,53.3,0.7400,0.3910,0.0857,0.5197,http://commons.wikimedia.org/wiki/Special:FilePath/NasuRekishiTanpoukan.jpg,36.9891600,140.1643850,Q135977527,那須歴史探訪館
Q11362782,中の瀬戸大橋,廣島縣,拱橋,4.0,33,拱橋,Hiroshima Station,41.6,0.8000,0.2956,0.1073,0.5196,http://commons.wikimedia.org/wiki/Special:FilePath/Nielsen-Lohse%20Bridges%20nakano-seto-oohashi20151231-002.jpg,34.1927220,132.8543890,Q11362782,中の瀬戸大橋
Q11626515,袈裟丸山,栃木縣,山,4.2,18,山,Utsunomiya Station,51.6,0.8400,0.2469,0.0883,0.5196,http://commons.wikimedia.org/wiki/Special:FilePath/%E5%BE%8C%E8%A2%88%E8%A3%9F%E4%B8%B8%E5%B1%B1%E3%81%8B%E3%82%89%E8%A6%8B%E3%81%9F%E5%89%8D%E8%A2%88%E8%A3%9F%E4%B8%B8%E5%B1%B1.jpg,36.6380560,139.3286110,Q11626515,袈裟丸山
Q89659752,間人港灯台,京都府,燈塔,4.6,5,燈塔,Kyoto Station,103.4,0.9200,0.1502,0.0461,0.5195,http://commons.wikimedia.org/wiki/Special:FilePath/Taiza%20ko%20Lighthouse.jpg,35.7400000,135.0916667,Q89659752,間人港灯台
Q112632269,原馬室橋,埼玉縣,橋,3.9,27,橋,Omiya Station,18.7,0.7800,0.2794,0.2114,0.5195,,36.0421470,139.5023140,Q112632269,原馬室橋
Q91851731,大矢野橋,熊本縣,繫拱橋,3.9,44,繫拱橋,Kumamoto Station,37.0,0.7800,0.3191,0.1190,0.5195,http://commons.wikimedia.org/wiki/Special:FilePath/20201024%20114630%20%E5%A4%A9%E8%8D%89%E4%BA%94%E6%A9%8B%E3%83%BB%E4%BA%8C%E5%8F%B7%E6%A9%8B%EF%BC%88%E5%A4%A7%E7%9F%A2%E9%87%8E%E6%A9%8B%EF%BC%89%20%E7%94%A3%E4%BA%A4%E3%83%90%E3%82%B9%20%E7%86%8A%E6%9C%AC22%E3%81%8B3161.jpg,32.5450000,130.4225000,Q91851731,大矢野橋 (2号橋)
Q11631382,詩島,長崎縣,島嶼,4.1,11,島嶼,Nagasaki Station,15.5,0.8200,0.2083,0.2441,0.5195,,32.8816670,129.8100000,Q11631382,詩島
Q11353169,一茶ゆかりの里 一茶館,長野縣,人物紀念館,3.6,66,人物紀念館,Nagano Station,15.8,0.7200,0.3525,0.2406,0.5195,http://commons.wikimedia.org/wiki/Special:FilePath/Issakanzenkei.jpg,36.6800560,138.3596110,Q11353169,一茶ゆかりの里 一茶館
Q132529195,京都祇園らんぷ美術館,京都府,工藝博物館,3.5,10,工藝博物館,Kyoto Station,2.6,0.7000,0.2010,0.6603,0.5194,,35.0032550,135.7773290,Q132529195,京都祇園らんぷ美術館
Q114557030,山県市文化の里古田紹欽記念館,岐阜縣,博物館,3.9,21,博物館,Gifu Station,14.4,0.7800,0.2591,0.2578,0.5194,,35.5356580,136.7233320,Q114557030,山県市立 古田紹欽記念館
Q11522682,村上三島記念館,愛媛縣,人物紀念館,4.1,26,人物紀念館,Matsuyama Station,53.9,0.8200,0.2763,0.0849,0.5194,http://commons.wikimedia.org/wiki/Special:FilePath/Murakami%20Santo%20Memorial%20Museum%2020180429-1.jpg,34.2556940,133.0535830,Q11522682,村上三島記念館(市立上浦歴史民俗資料館)
Q85162625,相川郷土博物館,新潟縣,礦業博物館,4.1,29,礦業博物館,Niigata Station,73.4,0.8200,0.2851,0.0638,0.5194,http://commons.wikimedia.org/wiki/Special:FilePath/Aikawa%20History%20Museum%20ac%20%281%29.jpg,38.0375000,138.2400000,Q85162625,相川郷土博物館（旧御料局佐渡支局）
Q11594970,秋山孝ポスター美術館長岡,新潟縣,美術館,4.0,38,美術館,Niigata Station,58.0,0.8000,0.3071,0.0794,0.5194,http://commons.wikimedia.org/wiki/Special:FilePath/Takashi%20Akiyama%20Poster%20Museum%20Nagaoka.jpg,37.4203930,138.8416460,Q11594970,秋山孝ポスター美術館 長岡
Q31709009,湯川山,福岡縣,山,4.0,29,山,Hakata Station,33.4,0.8000,0.2851,0.1304,0.5194,http://commons.wikimedia.org/wiki/Special:FilePath/View%20of%20Mount%20Yukawayama%20and%20Cape%20Kanenomisaki%20from%20Ferry%20%22Oshima%22.JPG,33.8694444,130.5525000,Q31709009,湯川山
Q99551190,親澤橋,長野縣,橋,4.5,4,橋,Nagano Station,28.8,0.9000,0.1349,0.1477,0.5194,,36.7549167,137.8969167,Q99551190,親沢橋(土木学会選奨土木遺産)
Q139677816,五條市立民俗資料館,奈良縣,歷史博物館,3.7,89,歷史博物館,Nara Station,38.6,0.7400,0.3773,0.1148,0.5193,http://commons.wikimedia.org/wiki/Special:FilePath/Gojo%20Daikansho%2C%20nagayamon-1.jpg,34.3501320,135.6906780,Q139677816,五條市民俗資料館
Q11428424,塚原遺跡公園展示館,岐阜縣,考古博物館,4.0,14,考古博物館,Gifu Station,13.8,0.8000,0.2270,0.2654,0.5193,http://commons.wikimedia.org/wiki/Special:FilePath/Tsukahara%20Ruins%20Museum%2001.JPG,35.4964250,136.8650250,Q11428424,塚原遺跡公園展示館
Q11449166,宇品大橋,廣島縣,樑式橋,3.7,10,樑式橋,Hiroshima Station,4.5,0.7400,0.2010,0.5262,0.5193,http://commons.wikimedia.org/wiki/Special:FilePath/Ujina-ohashi%2001.jpg,34.3573330,132.4805000,Q11449166,宇品大橋
Q104698232,調布市郷土博物館,東京都,地方文化館,3.5,120,地方文化館,Tokyo Station,21.2,0.7000,0.4021,0.1908,0.5193,,35.6468980,139.5361910,Q104698232,調布市郷土博物館
Q28683263,脇田美術館,長野縣,美術館,3.9,51,美術館,Nagano Station,51.3,0.7800,0.3313,0.0888,0.5193,http://commons.wikimedia.org/wiki/Special:FilePath/Wakita%20Museum%20of%20Art.JPG,36.3510000,138.6334444,Q28683263,脇田美術館
Q48756612,蟹江町歴史民俗資料館,愛知縣,博物館,3.5,51,博物館,Nagoya Station,9.1,0.7000,0.3313,0.3553,0.5192,http://commons.wikimedia.org/wiki/Special:FilePath/Kanie%20History%20and%20Folklore%20Museum%20exterior%20ac.jpg,35.1369444,136.7907778,Q48756612,蟹江町歴史民俗資料館
Q11435556,大手大橋,新潟縣,橋,4.1,26,橋,Niigata Station,55.1,0.8200,0.2763,0.0833,0.5192,http://commons.wikimedia.org/wiki/Special:FilePath/Ote%20Ohashi%20Bridge%202800x1000.jpg,37.4508778,138.8344333,Q11435556,大手大橋
Q126957540,濤波岐埼灯台,宮城縣,燈塔,4.2,18,燈塔,Sendai Station,54.0,0.8400,0.2469,0.0847,0.5191,,38.2465897,141.5005477,Q126957540,涛波岐埼灯台
Q31708569,笠松山,愛媛縣,山,4.1,19,山,Matsuyama Station,30.4,0.8200,0.2512,0.1411,0.5191,,33.9819700,133.0337400,Q31708569,笠松山
Q11566626,瀨戶染付工藝館,愛知縣,陶瓷博物館,3.7,60,陶瓷博物館,Nagoya Station,21.4,0.7400,0.3446,0.1895,0.5191,http://commons.wikimedia.org/wiki/Special:FilePath/Seto-MCMTC01.jpg,35.2246750,137.1074000,Q11566626,瀬戸染付工芸館
Q104784017,柳川古文書館,福岡縣,历史档案,3.9,49,历史档案,Hakata Station,47.3,0.7800,0.3280,0.0956,0.5191,http://commons.wikimedia.org/wiki/Special:FilePath/Yanagawa%20Museum%20of%20Ancient%20Documents%201.JPG,33.1649800,130.4134440,Q104784017,柳川古文書館
Q11659729,雨引山,茨城縣,山,4.0,28,山,Mito Station,32.0,0.8000,0.2823,0.1353,0.5191,http://commons.wikimedia.org/wiki/Special:FilePath/Mt.Amabiki%2003.jpg,36.3362500,140.1218611,Q11659729,雨引山
Q106729157,千貫堤・瀬戸染飯伝承館,靜岡縣,地方文化館,3.9,28,地方文化館,Shizuoka Station,19.8,0.7800,0.2823,0.2020,0.5191,http://commons.wikimedia.org/wiki/Special:FilePath/%E5%8D%83%E8%B2%AB%E5%A0%A4%E3%83%BB%E7%80%AC%E6%88%B8%E6%9F%93%E9%A3%AF%E4%BC%9D%E6%89%BF%E9%A4%A8.jpg,34.8451944,138.2366944,Q106729157,千貫堤・瀬戸染飯伝承館
Q11604437,籾糠山,岐阜縣,山,4.3,15,山,Gifu Station,93.5,0.8600,0.2324,0.0508,0.5190,http://commons.wikimedia.org/wiki/Special:FilePath/Mominukayama%20from%20Sarugabanbayama%202009-5-14.jpg,36.2344440,136.9533330,Q11604437,籾糠山
Q11357318,三貫島,岩手縣,荒島,4.7,3,荒島,Morioka Station,84.8,0.9400,0.1162,0.0557,0.5190,http://commons.wikimedia.org/wiki/Special:FilePath/Sangan-jima%20Island%20Aerial%20photograph.1977.jpg,39.3063890,141.9819440,Q11357318,三貫島
Q31454769,掃部ヶ岳,群馬縣,火山,3.9,31,火山,Maebashi Station,22.4,0.7800,0.2906,0.1823,0.5190,http://commons.wikimedia.org/wiki/Special:FilePath/Haruna02.JPG,36.4774000,138.8508800,Q31454769,掃部ヶ岳
Q11636390,越中橋,大阪府,步道天桥,3.5,6,步道天桥,Osaka Station,1.7,0.7000,0.1631,0.7451,0.5189,http://commons.wikimedia.org/wiki/Special:FilePath/Ettyubashi01.jpg,34.6884170,135.4883610,Q11636390,越中橋
Q11528306,東行記念館,山口縣,人物紀念館,3.9,44,人物紀念館,Yamaguchi Station,38.9,0.7800,0.3191,0.1140,0.5188,,34.0858760,131.0711240,Q11528306,下関市立東行記念館
Q60986841,鹿毛馬神籠石,福岡縣,朝鮮式山城,4.0,27,朝鮮式山城,Hakata Station,30.6,0.8000,0.2794,0.1404,0.5188,http://commons.wikimedia.org/wiki/Special:FilePath/%E9%B9%BF%E6%AF%9B%E9%A6%AC%20%E7%A5%9E%E7%B1%A0%E7%9F%B3%20%E5%88%97%E7%9F%B3.jpg,33.6769444,130.7344444,Q60986841,鹿毛馬神籠石
Q11449014,宇久島,長崎縣,島嶼,4.0,43,島嶼,Nagasaki Station,91.1,0.8000,0.3173,0.0520,0.5188,http://commons.wikimedia.org/wiki/Special:FilePath/Ukujima%20and%20Terashima%20ISS017.jpg,33.2696940,129.1126940,Q11449014,宇久島
Q4519060,具志川島,沖繩縣,遺跡,4.7,3,遺跡,Naha Bus Terminal,89.0,0.9400,0.1162,0.0532,0.5187,http://commons.wikimedia.org/wiki/Special:FilePath/Gushikawa%20Island%20gsi-20081025.jpg,26.9752780,127.9505560,Q4519060,具志川島
Q11526902,東床尾山,兵庫縣,山,4.4,10,山,Kobe Station,85.9,0.8800,0.2010,0.0550,0.5186,http://commons.wikimedia.org/wiki/Special:FilePath/Mt.Tokonoosan.jpg,35.4219440,134.9158330,Q11526902,東床尾山
Q11526757,東山魁夷 心の旅路館,岐阜縣,美術館,3.9,57,美術館,Gifu Station,74.6,0.7800,0.3404,0.0628,0.5186,,35.5858861,137.5511500,Q11526757,東山魁夷心の旅路館
Q11378773,伊丹市立美術館,兵庫縣,美術館,4.0,23,美術館,Kobe Station,24.7,0.8000,0.2664,0.1685,0.5185,http://commons.wikimedia.org/wiki/Special:FilePath/Itami%20City%20Museum%20of%20Art%20and%20Kakimori-bunko02s3.jpg,34.7825560,135.4171940,Q11378773,公益財団法人 柿衞文庫
Q11535060,柿衛文庫,兵庫縣,文庫,4.0,23,文庫,Kobe Station,24.7,0.8000,0.2664,0.1685,0.5185,http://commons.wikimedia.org/wiki/Special:FilePath/Itami%20City%20Museum%20of%20Art%20and%20Kakimori-bunko01s3.jpg,34.7825560,135.4171940,Q11535060,公益財団法人 柿衞文庫
Q11561407,清里ポーセリンミュージアム,山梨縣,陶瓷博物館,4.5,4,陶瓷博物館,Kofu Station,30.3,0.9000,0.1349,0.1416,0.5185,http://commons.wikimedia.org/wiki/Special:FilePath/100612%20Kiyosato%20Porcelain%20Museum%20Hokuto%20Yamanashi%20pref%20Japan03s3.jpg,35.9171944,138.4345833,Q11561407,清里ポーセリンミュージアム
Q116505582,美濃和紙用具ミュージアム ふくべ,岐阜縣,博物館,4.2,11,博物館,Gifu Station,24.3,0.8400,0.2083,0.1704,0.5185,,35.5889444,136.9095833,Q116505582,美濃和紙用具ミュージアム ふくべ
Q127603206,毛越寺宝物館,岩手縣,博物館,4.0,41,博物館,Morioka Station,79.5,0.8000,0.3134,0.0592,0.5185,http://commons.wikimedia.org/wiki/Special:FilePath/Cultural%20Assets%20Repository%20-%20Motsuji%2C%20Hiraizumi%2C%20Iwate%20-%20DSC04628.jpg,38.9868940,141.1087690,Q127603206,毛越寺 宝物館
Q3045211,福德岡之場,東京都,海底火山,4.3,19,海底火山,Tokyo Station,1278.4,0.8600,0.2512,0.0039,0.5185,http://commons.wikimedia.org/wiki/Special:FilePath/Submarine%20Volcano%20Fukutoku-Okanoba%20Erupts%202010-02-09.jpg,24.2800000,141.4850000,Q3045211,福徳岡ノ場
Q108131707,羽村大橋,東京都,橋,3.8,64,橋,Tokyo Station,41.9,0.7600,0.3500,0.1067,0.5185,,35.7509722,139.3112778,Q108131707,羽村大橋
Q30931692,葛島,長崎縣,島嶼,4.7,3,島嶼,Nagasaki Station,90.7,0.9400,0.1162,0.0522,0.5185,http://commons.wikimedia.org/wiki/Special:FilePath/Kazurashima%20Island%20Goto%2C%20Nagasaki%20Aerial%20photograph.2014.jpg,32.8905556,128.9138889,Q30931692,葛島
Q85876085,今川橋,富山縣,橋,3.8,18,橋,Toyama Station,9.4,0.7600,0.2469,0.3467,0.5184,,36.7559167,137.2940278,Q85876085,今川橋
Q11621983,蕎麦粒山,靜岡縣,山,4.3,10,山,Shizuoka Station,36.5,0.8600,0.2010,0.1206,0.5184,,35.1260935,138.0353814,Q11621983,蕎麦粒山
Q28686701,金剛山,高知縣,山,4.5,2,山,Kochi Station,15.8,0.9000,0.0921,0.2409,0.5184,http://commons.wikimedia.org/wiki/Special:FilePath/%E4%B8%89%E5%AE%9D%E5%B1%B1%28%E9%87%91%E5%89%9B%E5%B1%B1%2920091229.jpg,33.5755556,133.7130556,Q28686701,上岡山金剛院
Q123685300,高竜寺ヶ岳,京都府,鄉土富士,4.7,3,鄉土富士,Kyoto Station,93.2,0.9400,0.1162,0.0509,0.5183,http://commons.wikimedia.org/wiki/Special:FilePath/Mount%20Koryujigadake%20Tanto-cho%20Ota%20ac%20%281%29.jpg,35.5229440,134.9711110,Q123685300,高竜寺ヶ岳
Q11465466,尾道市因島フラワーセンター,廣島縣,花卉園,3.4,297,花卉園,Hiroshima Station,62.4,0.6800,0.4776,0.0742,0.5183,http://commons.wikimedia.org/wiki/Special:FilePath/Onomichi%20Innoshima%20Flower%20Center04.JPG,34.3456443,133.1525562,Q11465466,因島フラワーセンター
Q11628327,西方ヶ岳,福井縣,山,4.3,11,山,Fukui Station,43.6,0.8600,0.2083,0.1029,0.5183,http://commons.wikimedia.org/wiki/Special:FilePath/150228%20Mt%20Saihogatake%20Mt%20Sazaegatake%20Tsuruga%20Fukui%20prefecture%20Japan03s3.jpg,35.7100000,136.0102778,Q11628327,西方ヶ岳
Q11605041,紀州備長炭振興館,和歌山縣,博物館,3.7,94,博物館,Wakayama Station,46.3,0.7400,0.3818,0.0974,0.5182,,33.8512778,135.3951667,Q11605041,みなべ町立紀州備長炭振興館
Q11628966,西江邸,岡山縣,历史房屋博物馆,3.9,48,历史房屋博物馆,Okayama Station,48.4,0.7800,0.3263,0.0936,0.5182,http://commons.wikimedia.org/wiki/Special:FilePath/Nishie%20House.JPG,34.8690280,133.4492500,Q11628966,西江邸・西江家住宅
Q11377194,今治市岩田健母と子のミュージアム,愛媛縣,雕塑公园,3.7,91,雕塑公园,Matsuyama Station,43.6,0.7400,0.3791,0.1028,0.5181,http://commons.wikimedia.org/wiki/Special:FilePath/Mother%20and%20child%20museum%20-%20panoramio%20%281%29.jpg,34.1947860,132.9541796,Q11377194,今治市岩田健母と子のミュージアム
Q123220699,樫曲隧道,福井縣,地下道,4.2,16,地下道,Fukui Station,45.6,0.8400,0.2375,0.0988,0.5180,,35.6629280,136.1062038,Q123220699,旧北陸線樫曲トンネル
Q65272272,泉公園,靜岡縣,城市公園,3.7,107,城市公園,Shizuoka Station,65.6,0.7400,0.3925,0.0708,0.5180,,35.1424444,139.0788056,Q65272272,泉公園
Q85879984,川内まごころ文学館,鹿兒島縣,文學館,4.2,14,文學館,Kagoshima-Chuo Station,35.4,0.8400,0.2270,0.1239,0.5180,,31.8330278,130.3089722,Q85879984,川内まごころ文学館
Q11285428,アンフォルメル中川村美術館,長野縣,美術館,3.9,62,美術館,Nagano Station,112.8,0.7800,0.3474,0.0425,0.5179,http://commons.wikimedia.org/wiki/Special:FilePath/INFORMEL%20NAKAGAWAMURA%20MUSEUM%2C%20main%20building%20and%20symbol%20tower%20exterior%20in%202012-11-24.jpg,35.6466110,137.9546810,Q11285428,アンフォルメル中川村美術館
Q123190139,白馬三枝美術館,長野縣,美術館,3.8,53,美術館,Nagano Station,31.0,0.7600,0.3344,0.1388,0.5179,,36.6901590,137.8459400,Q123190139,白馬三枝美術館
Q11387606,僧岳,富山縣,山,4.3,9,山,Toyama Station,32.0,0.8600,0.1930,0.1351,0.5178,http://commons.wikimedia.org/wiki/Special:FilePath/Sougadake.jpg,36.7616667,137.5641667,Q11387606,僧ヶ岳
Q11599754,笛吹市立青楓美術館,山梨縣,美術館,3.9,17,美術館,Kofu Station,12.4,0.7800,0.2423,0.2866,0.5178,http://commons.wikimedia.org/wiki/Special:FilePath/Seifu%20Art%20Museum.JPG,35.6605833,138.7058333,Q11599754,笛吹市青楓美術館
Q31695970,女亀山,島根縣,山,4.5,6,山,Matsue Station,65.4,0.9000,0.1631,0.0711,0.5178,,34.9472222,132.7208333,Q31695970,女亀山
Q24862393,向島洋らんセンター,廣島縣,植物園,3.6,151,植物園,Hiroshima Station,67.1,0.7200,0.4212,0.0693,0.5178,,34.3757500,133.2063056,Q24862393,向島洋らんセンター
Q21653327,翠波峰,愛媛縣,山,4.0,39,山,Matsuyama Station,73.3,0.8000,0.3093,0.0638,0.5178,http://commons.wikimedia.org/wiki/Special:FilePath/Mt.Suihamine.jpg,33.9430556,133.5361111,Q21653327,翠波峰
Q11437235,大洞山,三重縣,盾狀火山,4.0,28,盾狀火山,Tsu Station,34.7,0.8000,0.2823,0.1260,0.5177,http://commons.wikimedia.org/wiki/Special:FilePath/Mount%20Obora%20Tsu.jpg,34.5344444,136.2186111,Q11437235,大洞山
Q11441802,大雪展望台,北海道,觀景台,3.8,91,觀景台,Sapporo Station,143.6,0.7600,0.3791,0.0336,0.5177,http://commons.wikimedia.org/wiki/Special:FilePath/Bells%20of%20Espoir%2C%20Daisetsu%20Observatory.jpg,43.8568333,142.7606389,Q11441802,エスポワールの鐘
Q104696348,滝沢市埋蔵文化財センター,岩手縣,埋藏文化財中心,3.7,25,埋藏文化財中心,Morioka Station,9.4,0.7400,0.2732,0.3474,0.5177,,39.7807610,141.0977400,Q104696348,滝沢市埋蔵文化財センター
Q49650015,経ヶ島,宮城縣,島嶼,4.2,9,島嶼,Sendai Station,20.0,0.8400,0.1930,0.2002,0.5176,,38.3650000,141.0683333,Q49650015,経ケ島
Q19961673,奥山,廣島縣,山,4.5,6,山,Hiroshima Station,66.4,0.9000,0.1631,0.0700,0.5176,,34.3097200,133.1907900,Q19961673,奥山
Q11411090,古峰山,新潟縣,山,4.7,3,山,Niigata Station,103.8,0.9400,0.1162,0.0460,0.5176,,36.9861940,138.9137780,Q11411090,古峰山
Q31511410,Rei Zan,三重縣,山,4.0,22,山,Tsu Station,24.6,0.8000,0.2629,0.1691,0.5174,,34.8172222,136.2608333,Q31511410,霊山 山頂遺跡
Q104239410,厚岸町海事記念館,北海道,海事博物館,4.0,49,海事博物館,Sapporo Station,284.2,0.8000,0.3280,0.0173,0.5174,http://commons.wikimedia.org/wiki/Special:FilePath/Akkeshi%20Maritime%20Museum.jpg,43.0511960,144.8491270,Q104239410,厚岸町海事記念館
Q85879577,富山大学薬学部附属薬用植物園,富山縣,植物園,3.7,15,植物園,Toyama Station,6.3,0.7400,0.2324,0.4406,0.5174,,36.6786111,137.1477778,Q85879577,富山大学薬学部附属薬用植物園
Q1453270,倉敷蜷川美術館,岡山縣,Classical Antiquities collection,3.7,43,Classical Antiquities collection,Okayama Station,15.6,0.7400,0.3173,0.2427,0.5174,,34.5957080,133.7714790,Q1453270,倉敷芸術科学大学加計美術館
Q18336747,加計美術館,岡山縣,藝廊,3.7,43,藝廊,Okayama Station,15.6,0.7400,0.3173,0.2427,0.5174,http://commons.wikimedia.org/wiki/Special:FilePath/080727%20Kake%20Museum%20of%20Art%20Kurashiki%20Okayama%20pref%20Japan01s3.jpg,34.5957220,133.7714440,Q18336747,倉敷芸術科学大学加計美術館
Q11421352,国見山 (徳島県),德島縣,山,4.1,27,山,Tokushima Station,73.0,0.8200,0.2794,0.0641,0.5174,http://commons.wikimedia.org/wiki/Special:FilePath/Mount%20Kunimi%202010-06-24.jpg,33.9075000,133.7847222,Q11421352,国見山
Q11649864,鉢盛山,長野縣,山,4.1,27,山,Nagano Station,73.1,0.8200,0.2794,0.0641,0.5174,http://commons.wikimedia.org/wiki/Special:FilePath/Mount%20Hachimori%20from%20Nomugitoge%20ski%20resort%202008-04-25.jpg,36.0866670,137.7547220,Q11649864,鉢盛山
Q11557455,淺間山 (東京都),東京都,淺間神社,4.1,15,淺間神社,Tokyo Station,23.9,0.8200,0.2324,0.1730,0.5173,http://commons.wikimedia.org/wiki/Special:FilePath/Sengen-yama%20in%20Tokyo%200001.jpg,35.6811111,139.5025000,Q11557455,浅間山
Q20653030,咸陽島,高知縣,潮汐島,4.7,3,潮汐島,Kochi Station,108.0,0.9400,0.1162,0.0443,0.5173,http://commons.wikimedia.org/wiki/Special:FilePath/Sukumowan20220628%201.jpg,32.9136111,132.6836111,Q20653030,咸陽島
Q11425573,坂越市政廳,兵庫縣,博物館,3.8,75,博物館,Kobe Station,69.0,0.7600,0.3631,0.0675,0.5172,http://commons.wikimedia.org/wiki/Special:FilePath/Sakoshimachinamikan1024.jpg,34.7669170,134.4301330,Q11425573,坂越まち並み館
Q11459579,小大下島,愛媛縣,島嶼,4.4,7,島嶼,Matsuyama Station,41.3,0.8800,0.1743,0.1080,0.5172,http://commons.wikimedia.org/wiki/Special:FilePath/Sho-ge%20island%20-%20%E5%B0%8F%E5%A4%A7%E4%B8%8B%E5%B3%B6%20-%20panoramio.jpg,34.1899720,132.9021670,Q11459579,小大下島
Q28686474,犬鳴山,福岡縣,山,3.6,62,山,Hakata Station,16.1,0.7200,0.3474,0.2375,0.5172,,33.6871222,130.5492389,Q28686474,犬鳴山
Q11436814,大江山,京都府,山,3.9,55,山,Kyoto Station,78.8,0.7800,0.3375,0.0597,0.5171,http://commons.wikimedia.org/wiki/Special:FilePath/Mt.Oe.jpg,35.4533333,135.1069444,Q11436814,大江山
Q11329427,多良岳,佐賀縣,山,4.1,20,山,Saga Station,37.3,0.8200,0.2552,0.1181,0.5171,http://commons.wikimedia.org/wiki/Special:FilePath/Isahayawan-Kantaku2012.jpg,32.9754720,130.0925000,Q11329427,多良岳
Q17216693,中部大學民族資料博物館,愛知縣,博物館,4.5,2,博物館,Nagoya Station,16.5,0.9000,0.0921,0.2323,0.5171,http://commons.wikimedia.org/wiki/Special:FilePath/Chubu%20University%20Miura%20Memorial%20Library%2020190202.jpg,35.2736389,137.0129167,Q17216693,中部大学民族資料博物館
Q78766853,北清水橋,愛知縣,公路橋,3.6,11,公路橋,Nagoya Station,3.9,0.7200,0.2083,0.5614,0.5171,,35.1953600,136.9123480,Q78766853,北清水橋
